id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_cond,foundation,bsmt_exposure,total_bsmt_sf,heating,heating_qc,central_air,electrical,gr_liv_area,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,paved_drive,wood_deck_sf,pool_area,fence,misc_val,mo_sold,sale_type,saleprice,Feedr,Norm,PosA,PosN,RRAe,RRAn,RRNe,RRNn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,Greens,IDOTRR,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker,2fmCon,Duplex,Twnhs,TwnhsE,AsphShn,BrkComm,BrkFace,CBlock,CemntBd,HdBoard,MetalSd,Plywood,Stone,Stucco,VinylSd,Wd Sdng,WdShing,CBlock.1,PConc,Slab,Stone.1,Wood,Tar&Grv,WdShake,WdShngl,NoSewr,Feedr.1,Norm.1,PosA.1,PosN.1,RRAe.1,RRAn.1,RRNe.1,RRNn.1,overall_qual_cond,basement_cond,2nd_story,total_bath,total_porch_sf,neighborhood_price_rank,updated,garage_age,garage_qual_cond,house_age,land_house_ratio,has_pool,has_fireplace,meltdown,lot_frontage_outliers,lot_area_outliers,mas_vnr_area_outliers,total_bsmt_sf_outliers,gr_liv_area_outliers,garage_area_outliers
2579,535179050,20,RL,69.0,14850,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,CBlock,,1092.0,GasA,2,1,FuseA,1092,2,1,2,6,3,1,1,Attchd,Fin,1.0,299.0,1,268,0,1,0,5,WD,141000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,2.0,0,2.0,122,16,0,49.0,2.0,49,13.5989010989011,0,1,0,0,0,0,0,0,0
1841,533208040,120,FV,35.0,4274,Pave,1,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,5,Gable,CompShg,VinylSd,VinylSd,,0.0,2,PConc,,1241.0,GasA,4,1,SBrkr,1241,1,1,3,4,3,0,0,Attchd,Fin,2.0,569.0,1,0,0,0,0,11,New,199900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,3.0,0,2.5,116,6,1,0.0,2.0,1,3.443996776792909,0,0,1,0,0,0,0,0,0
591,534152120,20,RL,80.0,9650,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,2,CBlock,,1350.0,GasA,2,1,SBrkr,1334,2,1,2,6,3,1,1,Attchd,RFn,2.0,630.0,1,0,0,0,0,4,WD,167900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,2.75,0,2.5,16,11,0,32.0,2.0,32,7.233883058470765,0,1,0,0,0,0,0,0,0
1897,534425080,20,RL,69.05520046484602,14585,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,2,CBlock,,1144.0,GasA,4,1,SBrkr,1429,3,1,3,7,3,2,1,Attchd,Unf,2.0,572.0,1,216,0,0,0,6,WD,181900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,2.75,0,1.5,110,16,27,47.0,2.0,47,10.206438068579429,0,1,0,0,0,0,0,0,0
70,528458110,20,FV,75.0,9000,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,2,PConc,,1566.0,GasA,4,1,SBrkr,1566,3,1,3,7,3,0,0,Attchd,RFn,2.0,750.0,1,144,0,0,0,4,WD,262500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,3.0,0,3.0,168,6,0,2.0,2.0,2,5.747126436781609,0,0,0,0,0,0,0,0,0
590,534151120,60,RL,69.05520046484602,13774,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,3,PConc,,908.0,GasA,4,1,SBrkr,2288,4,1,3,8,3,2,1,Attchd,RFn,2.0,520.0,1,321,0,0,0,11,WD,230000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5,3.0,1,2.0,228,11,15,32.0,2.0,32,6.020104895104895,0,1,0,0,0,0,0,0,0
1172,533215080,120,FV,50.0,5119,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,2,PConc,,1698.0,GasA,4,1,SBrkr,1709,2,1,3,5,3,1,1,Attchd,Fin,2.0,506.0,1,97,0,0,0,1,CWD,328900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,3.25,0,3.0,65,6,1,9.0,2.0,9,2.9953188999414864,0,1,0,0,0,0,0,0,0
1714,528172070,20,RL,71.0,9254,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,2,PConc,,1721.0,GasA,4,1,SBrkr,1721,3,1,3,7,3,0,0,Attchd,RFn,2.0,554.0,1,168,0,0,0,1,WD,232698,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,3.0,0,3.0,27,1,0,2.0,2.0,2,5.377106333527019,0,0,0,0,0,0,0,0,0
829,906380220,20,RL,95.0,10324,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,2,PConc,,1254.0,GasA,4,1,SBrkr,1254,2,1,3,5,3,0,0,Attchd,RFn,3.0,810.0,1,168,0,0,0,3,WD,221800,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,3.0,0,3.0,92,9,0,1.0,2.0,1,8.232854864433811,0,0,0,0,0,0,0,0,0
1397,905227050,50,RL,63.0,8375,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,BrkTil,,576.0,GasA,3,1,SBrkr,1350,2,1,3,6,2,0,0,2Types,Unf,3.0,627.0,0,0,0,1,0,6,WD,152400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,2.5,1,2.5,0,19,32,35.0,2.0,67,6.203703703703703,0,0,0,0,0,0,0,0,0
877,907290090,20,RL,75.0,9750,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,2,PConc,,1630.0,GasA,4,1,SBrkr,1630,3,1,3,6,3,1,1,Attchd,Unf,2.0,451.0,1,74,0,0,0,10,WD,213000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1.75,0,2.0,234,9,1,9.0,2.0,9,5.98159509202454,0,1,0,0,0,0,0,0,0
2477,531376050,60,RL,74.0,7632,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,2,PConc,,784.0,GasA,4,1,SBrkr,1585,3,1,3,7,3,0,0,Attchd,RFn,2.0,449.0,1,100,0,0,0,3,WD,184900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1.75,1,2.5,77,14,0,1.0,2.0,1,4.815141955835962,0,0,0,0,0,0,0,0,0
2871,909428110,190,RL,90.0,15750,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,2,CBlock,,1165.0,GasA,2,1,SBrkr,1336,2,1,2,5,3,2,1,Attchd,Unf,1.0,375.0,1,0,0,0,0,6,WD,157000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,2.25,0,2.0,0,8,0,53.0,2.0,53,11.788922155688622,0,1,0,0,0,0,0,0,0
2489,532353030,20,RL,69.05520046484602,9240,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,CBlock,,864.0,GasA,3,1,SBrkr,1211,2,1,2,6,2,1,1,Detchd,Unf,2.0,576.0,1,161,0,1,0,3,WD,144000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,2.25,0,1.0,0,19,40,34.0,2.0,44,7.630057803468208,0,1,0,0,0,0,0,0,0
1655,527354050,20,RL,80.0,10400,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,2,CBlock,,1259.0,GasA,4,1,SBrkr,1353,2,1,2,5,3,1,1,Attchd,RFn,2.0,478.0,1,240,0,0,0,8,WD,192350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,3.0,0,3.0,141,11,20,28.0,2.0,28,7.686622320768662,0,1,0,0,0,0,0,0,0
1891,534401120,20,RL,80.0,8800,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,2,CBlock,,1174.0,GasA,4,1,SBrkr,1200,3,1,2,6,3,1,1,Attchd,RFn,2.0,440.0,1,0,0,1,0,10,CWD,163500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5,2.25,0,2.5,0,16,0,41.0,2.0,41,7.333333333333333,0,1,0,0,0,0,0,0,0
1419,906204150,60,RL,86.0,11839,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,2,PConc,,1475.0,GasA,4,1,SBrkr,2329,4,1,3,10,3,1,1,Attchd,Unf,2.0,514.0,1,192,0,0,0,5,WD,262280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5,3.0,1,3.5,121,14,0,18.0,2.0,18,5.083297552597681,0,1,0,0,0,0,0,0,0
1473,907405020,20,RL,70.0,9135,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,2,PConc,,1536.0,GasA,4,1,SBrkr,1536,3,1,3,7,3,0,0,Attchd,RFn,2.0,532.0,1,192,0,0,0,12,WD,214000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,3.0,0,3.0,74,9,1,6.0,2.0,6,5.947265625,0,0,0,0,0,0,0,0,0
2868,909425120,20,RL,90.0,14115,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,Gable,CompShg,Stone,Stone,None,0.0,2,PConc,,1073.0,GasA,4,1,SBrkr,1811,2,1,4,6,3,1,1,Attchd,Fin,2.0,470.0,1,0,0,0,0,7,WD,230000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,3.75,0,1.0,280,8,48,50.0,2.0,50,7.794036443953617,0,1,0,0,0,0,0,0,0
1695,528108160,60,RL,109.0,14154,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,2,PConc,,1063.0,GasA,4,1,SBrkr,2172,3,1,3,9,3,1,1,Attchd,RFn,3.0,947.0,1,192,0,0,0,8,New,280000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,2.25,1,2.5,62,1,0,1.0,2.0,1,6.516574585635359,0,1,1,0,0,0,0,0,0
2244,911128010,20,C,65.0,6565,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,CBlock,,1073.0,GasA,3,1,FuseA,1073,3,1,2,6,3,0,0,Detchd,Unf,2.0,720.0,1,0,0,0,0,8,WD,140000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,2.75,0,2.0,444,26,23,22.0,2.0,50,6.118359739049394,0,0,0,0,0,0,0,0,0
169,535477020,60,RL,70.0,7700,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,2,CBlock,,756.0,GasA,2,1,SBrkr,1839,4,1,2,7,3,1,1,Attchd,Unf,2.0,442.0,1,0,0,0,0,6,WD,155000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,1.5,1,1.5,340,16,0,44.0,2.0,44,4.187058183795541,0,1,0,0,0,0,0,0,0
2670,902456015,50,C,63.0,4761,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,BrkTil,,1020.0,GasA,1,0,FuseP,1020,2,1,1,5,3,0,0,,,0.0,0.0,0,0,0,0,0,10,ConLD,64500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1.25,0,1.0,105,26,32,1.0,2.0,88,4.66764705882353,0,0,0,0,0,0,0,0,0
247,906204230,60,RL,87.0,12361,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,3,PConc,,946.0,GasA,4,1,SBrkr,1802,3,1,3,8,3,1,1,2Types,RFn,4.0,1017.0,1,450,0,0,0,5,WD,218000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.5,3.0,1,3.0,92,14,0,10.0,2.0,17,6.859600443951165,0,1,0,0,0,0,0,0,0
2137,907200250,80,RL,72.0,9720,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,7,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,2,CBlock,,995.0,GasA,2,1,SBrkr,1009,3,1,2,6,3,1,1,Detchd,Unf,2.0,576.0,1,0,0,1,0,6,WD,160000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,3.0,0,2.0,0,9,0,30.0,2.0,30,9.633300297324084,0,1,0,0,0,0,0,0,0
1794,528456190,20,FV,72.0,8640,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,,1338.0,GasA,4,1,SBrkr,1338,3,1,3,6,3,0,0,Attchd,RFn,2.0,598.0,1,0,0,0,0,11,New,208900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,3.0,0,2.0,141,6,0,0.0,2.0,0,6.457399103139013,0,0,1,0,0,0,0,0,0
1498,908154080,20,RL,123.0,47007,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,Gable,CompShg,Plywood,Plywood,None,0.0,2,Slab,,0.0,GasA,2,1,SBrkr,3820,5,1,4,11,3,2,1,Attchd,Unf,2.0,624.0,1,0,0,0,0,7,WD,284700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,,0,3.5317227916056613,372,22,37,49.0,2.0,49,12.305497382198952,0,1,0,1,1,1,1,1,1
1164,533212140,160,FV,30.0,3180,Pave,1,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,,689.0,GasA,4,1,SBrkr,1392,2,1,3,5,3,0,0,Detchd,Unf,2.0,540.0,1,0,0,0,0,3,WD,146000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1.75,1,2.0,102,6,0,1.0,2.0,1,2.284482758620689,0,0,0,0,0,0,0,0,0
1179,533250050,120,RL,38.0,14963,Pave,0,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,PConc,,1260.0,GasA,4,1,SBrkr,1288,1,1,4,4,3,2,1,Attchd,Fin,2.0,500.0,1,120,0,0,0,12,WD,245500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,3.0,0,2.5,254,4,0,12.0,2.0,12,11.61723602484472,0,1,0,0,0,0,0,0,0
1340,903228090,45,RM,50.0,5000,Pave,0,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,BrkTil,,992.0,GasA,4,1,SBrkr,1013,3,1,2,6,3,0,0,Detchd,Unf,1.0,160.0,1,0,0,0,0,4,WD,113000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,1.5,0,1.0,101,23,24,82.0,1.5,82,4.935834155972359,0,0,0,0,0,0,0,0,0
436,528116010,20,RL,129.0,16870,Pave,0,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,2,PConc,3.0,1782.0,GasA,4,1,SBrkr,1782,3,1,3,7,3,2,1,Attchd,Fin,3.0,932.0,1,99,0,0,0,4,WD,296000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,3.25,0,3.0,82,1,1,5.0,2.0,5,9.4668911335578,0,1,0,1,1,1,1,1,1
1636,527210060,20,RL,86.0,14157,Pave,0,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,5,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,2,PConc,3.0,1922.0,GasA,4,1,SBrkr,1922,3,1,3,8,3,1,1,Attchd,Fin,3.0,676.0,1,178,0,0,0,7,WD,377426,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,3.25,0,3.0,51,0,1,2.0,2.0,2,7.36576482830385,0,1,0,0,0,0,0,0,0
421,528102040,20,RL,96.0,12456,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,2,PConc,3.0,1700.0,GasA,4,1,SBrkr,1718,3,1,4,7,3,1,1,Attchd,Fin,3.0,786.0,1,216,0,0,0,7,WD,337500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,3.25,0,3.0,48,1,1,1.0,2.0,3,7.250291036088475,0,1,0,0,0,0,0,0,0
457,528176030,20,RL,100.0,14836,Pave,0,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,5,Hip,CompShg,CemntBd,CmentBd,Stone,730.0,2,PConc,3.0,2492.0,GasA,4,1,SBrkr,2492,2,1,4,8,3,1,1,Attchd,Fin,3.0,949.0,1,226,0,0,0,2,WD,552000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,3.25,0,3.5,235,1,1,5.0,2.0,5,5.953451043338684,0,1,0,0,0,0,0,0,0
2834,908225180,50,RL,56.0,6956,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,,624.0,GasA,4,1,SBrkr,936,3,1,2,5,3,0,0,Attchd,Unf,1.0,265.0,1,0,0,0,0,4,WD,97900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,1.25,1,1.0,0,22,2,58.0,1.0,58,7.431623931623932,0,0,0,0,0,0,0,0,0
